Id,TeamName,CountryCode,Ranking
1,Atletico Madrid,Esp,119.228
2,Manchester United,Eng,103.078
3,Bayer Leverkusen,Ger,87.711
4,Shakhtar Donetsk,Ukr,85.733
5,Ajax,Ned,66.195
6,Sporting,Por,56.209
7,CSKA,Rus,55.566
8,Olympique Marseille,Fra,55.45
9,Lazio,Ita,48.535
10,Besiktas,Tur,38.02
