Id,TeamName,CountryCode,Ranking
1,Red Bull Salzburg,Aut,43.135
2,Viktoria Plzen,Cze,41.825
3,Steaua,Rom,40.259
4,Celtic,Sco,39.08
5,APOEL,Cyp,35.46
6,BATE,Blr,35.15
7,Ludogorets,Bul,25.35
8,Legia Warszawa,Pol,24.8
9,Dinamo Zagreb,Cro,24.7
10,Maribor,Slo,22.225
11,Maccabi Tel Aviv,Isr,18.2
12,Partizan,Srb,14.775
13,Malmö,Swe,12.545
14,Qarabag,Aze,11.5
15,HJK,Fin,11.14
16,Molde,Nor,10.375
17,Midtjylland,Den,7.96
18,Videoton,Hun,7.95
19,Dinamo Tbilisi,Geo,6.875
20,Skënderbeu,Alb,5.575
